cell_idx,particle_id,x,y,z
0,714,85.146004,15.034000,17.785000
0,795,90.036003,40.242001,16.025000
0,1023,64.456001,87.795998,99.981003
0,2993,35.846001,38.291000,1.739000
0,7214,63.646000,34.216000,91.782997
0,9939,76.708000,27.382000,10.652000
0,10697,66.566002,24.804001,28.115000
0,10698,6.641000,83.278000,48.591999
0,12512,42.415001,98.153999,6.147000
0,12653,88.441002,85.309998,61.242001
0,13186,81.891998,34.800999,61.618000
0,14527,52.291000,87.383003,51.374001
0,14752,4.177000,66.808998,24.032000
0,14946,32.320000,90.295998,71.632004
0,15986,54.979000,67.552002,91.767998
0,17205,91.667000,80.809998,78.432999
0,19091,15.648000,79.363998,3.974000
0,19987,42.492001,53.292999,14.130000
0,20113,73.793999,52.029999,90.399002
0,23706,72.518997,14.742000,63.537998
0,24037,50.525002,42.498001,85.436996
0,24378,24.917999,1.722000,5.495000
0,24415,65.150002,59.375999,65.406998
0,26549,24.495001,86.686996,6.302000
0,27844,72.802002,75.225998,22.157000
0,27976,0.319000,91.475998,4.169000
0,28037,55.151001,5.671000,29.393000
0,29298,32.077999,0.888000,96.286003
0,29497,72.997002,19.937000,64.323997
0,31363,76.796997,87.518997,67.666000
0,32530,42.941002,85.321999,54.609001
0,32970,71.272003,4.128000,82.138000
0,33073,90.314003,2.754000,52.653999
0,35851,15.154000,92.705002,99.486000
0,35896,83.834000,63.014000,27.854000
0,36554,76.297997,95.793999,99.928001
0,36594,57.669998,69.886002,9.308000
0,36928,5.001000,1.286000,64.025002
0,39585,70.649002,59.700001,45.973000
0,40296,71.842003,28.521999,47.126999
0,41134,60.526001,33.263000,64.370003
0,42932,65.261002,87.936996,65.987000
0,44857,25.910000,58.814999,63.029999
0,45204,71.334999,78.974998,24.778000
0,45452,6.807000,39.738998,36.090000
0,45468,58.473999,94.371002,81.070999
0,46811,82.366997,10.630000,45.956001
0,47340,52.320999,70.459999,76.119003
0,47590,29.379000,10.132000,84.742996
0,49065,79.682999,23.889000,32.709999
0,49622,86.903000,31.908001,75.151001
0,50348,47.710999,99.782997,83.753998
0,50623,45.426998,20.639000,95.959999
0,51114,42.882999,75.928001,21.312000
0,55817,7.425000,22.254999,52.616001
0,56268,8.519000,46.511002,56.084999
0,58287,6.162000,50.688999,4.701000
0,59252,20.378000,99.835999,52.845001
0,59478,95.373001,22.715000,17.136999
0,59635,1.545000,17.802999,82.710999
0,60356,46.980000,97.369003,30.940001
0,61287,18.777000,9.597000,31.378000
100,787,61.609001,66.377998,123.216003
100,1313,20.594999,7.589000,164.350006
100,1518,35.514999,10.457000,144.878006
100,1830,3.800000,15.825000,198.815002
100,3543,79.815002,60.883999,106.782997
100,3671,93.794998,10.039000,188.488998
100,4569,84.882004,33.835999,128.990005
100,5041,13.158000,50.521999,186.901001
100,7440,29.396000,97.766998,111.198997
100,8600,0.153000,44.719002,142.535004
100,9392,32.087002,21.735001,133.584000
100,9761,18.134001,76.574997,108.892998
100,10577,69.829002,70.724998,181.464005
100,11066,32.109001,65.622002,117.947998
100,14189,57.766998,26.705000,186.106995
100,15099,56.480000,29.944000,126.750000
100,15351,67.836998,3.484000,136.664993
100,15379,66.997002,43.027000,177.817993
100,16094,99.984001,31.433001,148.455002
100,16682,34.340000,65.638000,177.479996
100,17621,36.908001,1.086000,125.877998
100,21539,19.559000,47.966000,179.910004
100,21783,42.308998,62.096001,128.697006
100,21832,2.060000,79.527000,130.022003
100,21894,92.588997,53.766998,158.393997
100,23547,52.277000,77.989998,135.757004
100,23930,8.839000,71.578003,112.549004
100,24219,58.734001,67.363998,176.516006
100,24969,4.260000,23.895000,124.652000
100,25133,96.616997,62.449001,159.302994
100,25301,12.772000,95.627998,119.469002
100,25426,45.713001,96.943001,197.917007
100,26786,62.033001,17.004999,191.264999
100,29870,91.973000,64.000000,110.940002
100,30119,68.264999,16.115000,158.307007
100,30234,15.641000,74.514999,189.485001
100,33589,85.207001,61.365002,132.289001
100,36131,60.243999,99.425003,142.490997
100,36258,5.586000,67.186996,192.087997
100,36731,10.203000,16.013000,170.612000
100,38548,80.754997,34.824001,178.936005
100,39426,53.174000,25.250000,161.794006
100,42829,3.755000,25.613001,142.869995
100,44231,51.209999,79.224998,121.408997
100,45074,78.487999,59.993000,181.031998
100,45911,27.247999,46.455002,173.384995
100,47649,69.544998,16.811001,114.026001
100,48576,29.577999,87.494003,152.061996
100,49600,92.122002,8.399000,113.285004
100,50458,48.383999,28.854000,115.348000
100,53299,28.721001,21.193001,165.876999
100,54122,41.626999,96.197998,106.166000
100,55777,78.428001,99.338997,151.501999
100,55986,71.788002,6.282000,181.041000
100,56364,26.736000,1.271000,120.813004
100,58535,0.151000,56.174999,193.796005
100,59594,60.191002,55.888000,188.781998
100,60879,63.293999,7.489000,179.360992
100,63107,66.132004,42.299999,183.675995
100,63836,75.158997,99.860001,150.354996
100,64544,0.562000,45.456001,134.367004
100,64703,14.983000,4.738000,157.764008
100,64897,21.375999,3.062000,166.311005
200,58679,98.202003,44.341000,238.080994
200,59793,82.252998,88.182999,297.553986
200,59992,89.502998,96.482002,260.170013
200,60741,98.115997,42.335999,240.563995
200,60853,22.024000,22.223000,243.080994
200,61366,12.226000,47.576000,203.438004
200,61976,43.077999,61.675999,267.479004
200,62401,51.724998,20.346001,281.998993
200,62730,3.508000,64.406998,209.403000
200,63499,76.227997,80.132004,213.643005
200,63623,1.766000,76.174004,299.106995
200,63805,89.811996,52.900002,213.817001
200,64101,99.557999,53.571999,285.246002
200,745,95.890999,28.596001,266.458008
200,1663,25.445000,26.372000,293.674011
200,2232,38.935001,61.233002,202.162994
200,2439,11.231000,62.825001,260.751007
200,5410,13.055000,61.888000,284.872009
200,7403,36.467999,34.467999,215.013000
200,11136,12.829000,93.141998,257.200012
200,12092,56.188000,56.562000,200.158997
200,12456,12.675000,57.582001,285.976013
200,13255,17.400000,42.618000,202.367004
200,13258,85.231003,70.064003,277.618011
200,14109,30.676001,52.122002,222.233002
200,15178,11.129000,15.340000,201.587006
200,15462,73.178001,64.522003,265.937012
200,16806,13.337000,36.625999,215.576996
200,20973,9.160000,92.704002,250.632004
200,21601,65.692001,41.298000,222.729996
200,21678,32.054001,5.317000,239.054993
200,22570,17.368999,45.205002,214.421997
200,23152,61.382999,34.160000,251.570007
200,25477,44.169998,82.607002,295.431000
200,26488,39.195000,52.912998,229.960999
200,27053,68.688004,2.161000,213.837006
200,29126,55.201000,14.571000,223.940002
200,30063,57.818001,19.524000,278.282990
200,31370,88.209999,5.413000,209.248993
200,32505,15.285000,28.503000,274.226990
200,32750,33.320999,68.976997,214.895004
200,32878,20.431999,36.187000,255.582001
200,34814,48.966999,27.929001,203.084000
200,35659,2.482000,86.638000,247.100006
200,35686,14.008000,61.525002,202.834000
200,39636,95.171997,60.500000,285.966003
200,39731,52.714001,99.029999,200.001007
200,39970,67.049004,77.311996,283.954987
200,40426,14.267000,59.386002,218.272995
200,42177,27.482000,76.065002,248.679993
200,42779,26.846001,64.500999,278.132996
200,43061,28.892000,57.242001,286.807007
200,44028,0.787000,52.717999,233.985992
200,44378,91.343002,63.944000,215.001007
200,44910,38.785999,59.332001,229.119995
200,45207,41.652000,58.212002,200.496994
200,45303,57.516998,45.166000,282.614990
200,46150,0.715000,96.725998,220.906006
200,46918,12.027000,18.485001,255.031998
200,46932,69.661003,89.945000,209.093002
200,48912,88.974998,40.347000,237.406998
200,49393,72.825996,99.918999,292.381989
200,49903,92.241997,68.483002,238.856995
200,52667,62.229000,82.052002,227.315994
200,52851,41.359001,94.350998,211.712997
200,52893,84.558998,80.178001,288.579010
200,53505,59.751999,94.796997,227.358002
200,54462,81.393997,84.963997,288.893005
200,54598,29.976000,11.068000,237.643005
200,55017,23.216999,1.788000,203.800995
200,55338,79.276001,48.844002,223.824997
200,55424,83.568001,37.342999,223.931000
200,56376,1.268000,46.230000,219.231003
200,56694,96.505997,93.161003,212.817001
200,58206,89.110001,10.642000,219.675995
200,58547,35.268002,33.299999,280.675995
200,58632,72.197998,56.995998,273.221008
300,362,61.571999,74.352997,398.471985
300,1094,46.520000,97.683998,365.687988
300,1236,69.334000,17.198999,362.605011
300,1337,99.607002,18.233999,378.074005
300,4338,32.339001,97.282997,317.795013
300,4834,87.319000,13.701000,384.114990
300,5317,68.553001,52.714001,359.523010
